TIPO;COD_SAP_MATERIAL;MATERIAL;NOME_COMERCIAL;SALDO;FABRICANTE;STATUS_PORTFOLIO;CHIP_COMPATIVEL;TECNOLOGIA;CD;PREVISAO_W1;PREVISAO_W2;PREVISAO_W3;PREVISAO_W4;PREVISAO_W5;VALORATE10X;VALORATE24X;SEGMENTO;TIPO_MATERIAL
;22022628;GEONAV SUPERPOWER GAN DUO 35W BR;;172;;;;;SPW1;;;;;;;;;
;22018536;GOOGLE CHROMECAST 2;;0;;;;;DFW1;;;;;;;;;
;22019996;GOOGLE NEST AUDIO PT;;0;;;;;DFW1;;;;;;;;;
;22019996;GOOGLE NEST AUDIO PT;;0;;;;;SPW1;;;;;;;;;
;22019196;GOOGLE SMART HOME NEST MINE  PT;;0;;;;;DFW1;;;;;;;;;
;22019428;GOOGLE SMART HOME NEST MINI PT;;-1;;;;;SPW1;;;;;;;;;
;22015104;GPS NOKIA BLUETOOTH LD-3W;;3;;;;;SPW1;;;;;;;;;
;22023665;GSHIELD CAPA C/ALÇA P/CORPO TAB A9+ PT;;2;;;;;DFW1;;;;;;;;;
;22024177;GSHIELD CP C/ALÇA P/CORPO TAB ACTIVE5 PT;;63;;;;;SPW1;;;;;;;;;
;22023613;GSHIELD FILME EXPRESS 7 POL CLEAR;;0;;;;;DFW1;;;;;;;;;
;22023666;GSHIELD PELÍCULA VIDRO GALAXY TAB A9+;;2;;;;;DFW1;;;;;;;;;
;22023666;GSHIELD PELÍCULA VIDRO GALAXY TAB A9+;;2;;;;;SPW1;;;;;;;;;
;22019828;HARMAN HEADPHONE JBL T225 TWS PT;;0;;;;;DFW1;;;;;;;;;
;22018646;HARMAN HEADPHONE JBL T500 BT PRETO;;0;;;;;DFW1;;;;;;;;;
;22020125;HARMAN HEADPHONE JBLT510BT PT;;1;;;;;SPW1;;;;;;;;;
;22021867;HARMAN JBL CAIXA DE SOM CLIP4 ECO BR;;0;;;;;DFW1;;;;;;;;;
;22021389;HARMAN JBL CINEMA SB170 PT;;0;;;;;SPW1;;;;;;;;;
;22018335;HARMAN JBL CLIP III;;0;;;;;DFW1;;;;;;;;;
;22018335;HARMAN JBL CLIP III;;0;;;;;SPW1;;;;;;;;;
;22018907;HARMAN JBL ENDUR PEAK PRETO/CINZA;;0;;;;;DFW1;;;;;;;;;
;22018634;HARMAN JBL FREE PRETO;;0;;;;;DFW1;;;;;;;;;
;22018325;HARMAN JBL GO II PRETO;;0;;;;;DFW1;;;;;;;;;
;22018325;HARMAN JBL GO II PRETO;;-1;;;;;SPW1;;;;;;;;;
;22018905;HARMAN JBL JR POP KIDS ROXO;;0;;;;;DFW1;;;;;;;;;
;22018906;HARMAN JBL JR POP KIDS VERMELHO;;0;;;;;DFW1;;;;;;;;;
;22018562;HARMAN JBL LINK 10 C/ GOOGLE ASSISTANT;;0;;;;;DFW1;;;;;;;;;
;22018226;HARMAN JBL PULSE III (PRETO);;0;;;;;DFW1;;;;;;;;;
;22019548;HARMAN JBL QUANTUM 400 PT;;0;;;;;DFW1;;;;;;;;;
;22019864;HARMAN JBL QUANTUM50 BLK PT;;1;;;;;DFW1;;;;;;;;;
;22021385;HARMAN JBL QUANTUM TWS PT;;1;;;;;DFW1;;;;;;;;;
;22021385;HARMAN JBL QUANTUM TWS PT;;0;;;;;SPW1;;;;;;;;;
;22018145;HARMAN JBL T110 (PRETO);;-2;;;;;DFW1;;;;;;;;;
;22018405;HARMAN JBL T110 TUNE BT PRETO;;0;;;;;DFW1;;;;;;;;;
;22019863;HARMAN JBL T215 BT BLK PT;;0;;;;;SPW1;;;;;;;;;
;22019985;HARMAN JBL T215 TWS BLK PT;;0;;;;;DFW1;;;;;;;;;
;22020540;HARMAN JBL T230 PT;;0;;;;;DFW1;;;;;;;;;
;22018125;HARMAN JBL T450BT PRETO;;0;;;;;DFW1;;;;;;;;;
;22019524;HARMAN JBL TUNE 220TWS  BR;;0;;;;;DFW1;;;;;;;;;
;22019523;HARMAN JBL TUNE 750BTNC PT;;0;;;;;DFW1;;;;;;;;;
;22019523;HARMAN JBL TUNE 750BTNC PT;;0;;;;;SPW1;;;;;;;;;
;22020608;HARMAN JBL W100 PT;;0;;;;;DFW1;;;;;;;;;
;22020608;HARMAN JBL W100 PT;;0;;;;;SPW1;;;;;;;;;
;22020615;HARMAN JBL W200 PT;;0;;;;;DFW1;;;;;;;;;
;22018328;HEADPHONE BEATS EP PRETO;;2;;;;;SPW1;;;;;;;;;
;22018256;HEADPHONE MOTOROLA ESCAPE BT PRETO;;0;;;;;DFW1;;;;;;;;;
;22018256;HEADPHONE MOTOROLA ESCAPE BT PRETO;;0;;;;;SPW1;;;;;;;;;
;22018785;HEADPHONE MOTOROLA ESCAPE BT PRETO;;0;;;;;DFW1;;;;;;;;;
;22018246;HEADPHONE MOTOROLA PULSE II PRETO;;0;;;;;DFW1;;;;;;;;;
;22018246;HEADPHONE MOTOROLA PULSE II PRETO;;0;;;;;SPW1;;;;;;;;;
;22018927;HEADSET COM FIO LOGITECH G332 PRETO;;0;;;;;DFW1;;;;;;;;;
;FFHU04623000;HUAWEI FWT F361 (FIXO) BRANCO/CINZA BSCO;;0;;;;;DFW1;;;;;;;;;
;FFHU03723000;HUAWEI FWT F661 BRANCO/GRAFITE BSCO;;0;;;;;DFW1;;;;;;;;;
;FFHU03723000;HUAWEI FWT F661 BRANCO/GRAFITE BSCO;;0;;;;;SPW1;;;;;;;;;
;MGHU03563000;HUAWEI MODEM  E3131 PRETO/BRANCO BASICO;;0;;;;;DFW1;;;;;;;;;
;MGHU03923000;HUAWEI MODEM  E3276 BRANCO/PRATA LTE;;0;;;;;DFW1;;;;;;;;;
;MGHU04463000;HUAWEI MODEM E3531 PRETO/BRANCO BASICO;;0;;;;;SPW1;;;;;;;;;
;MGHU05523000;HUAWEI MODEM E8372 BRANCO WIFI LTE;;7;;;;;DFW1;;;;;;;;;
;RGHU04163000;HUAWEI ROTEADOR E5172s PRETO LTE;;0;;;;;DFW1;;;;;;;;;
;22020240;HUAWEI ROTEADOR MESH  BR;;0;;;;;DFW1;;;;;;;;;
;22023868;I2GO CABO CONNECTMAX 6 EM 1 1,5M PT;;4;;;;;DFW1;;;;;;;;;
;22023868;I2GO CABO CONNECTMAX 6 EM 1 1,5M PT;;42;;;;;SPW1;;;;;;;;;
;22023871;I2GO CABO FLAT LIGHTNING USB-C 1,2M CZ;;4;;;;;DFW1;;;;;;;;;
;22023871;I2GO CABO FLAT LIGHTNING USB-C 1,2M CZ;;5;;;;;SPW1;;;;;;;;;
;22023922;I2GO CABO FLAT USBC A 1,2M BK PT;;1;;;;;DFW1;;;;;;;;;
;22023922;I2GO CABO FLAT USBC A 1,2M BK PT;;1;;;;;SPW1;;;;;;;;;
;22023869;I2GO CABO FLAT USB-C + USB-C 1,2M 3A CZ;;3;;;;;DFW1;;;;;;;;;
;22023869;I2GO CABO FLAT USB-C + USB-C 1,2M 3A CZ;;5;;;;;SPW1;;;;;;;;;
;22022634;I2GO CABO LIGHTNING 1,5M I2GCBL975 BR PT;;0;;;;;DFW1;;;;;;;;;
;22022728;I2GO CABO LIGHTNING USBC 2M PROCBL011 CZ;;482;;;;;DFW1;;;;;;;;;
;22022728;I2GO CABO LIGHTNING USBC 2M PROCBL011 CZ;;144;;;;;SPW1;;;;;;;;;
;22023901;I2GO CABO LONG LIGHTINING A 3MTS BR;;2;;;;;DFW1;;;;;;;;;
;22023881;I2GO CABO MGNETIC LIGHTNING USBC 1,2M PT;;1163;;;;;DFW1;;;;;;;;;
;22023881;I2GO CABO MGNETIC LIGHTNING USBC 1,2M PT;;549;;;;;SPW1;;;;;;;;;
;22023819;I2GO CABO MGNETIC USB-C PARA C 1,2M PT;;403;;;;;DFW1;;;;;;;;;
;22023819;I2GO CABO MGNETIC USB-C PARA C 1,2M PT;;193;;;;;SPW1;;;;;;;;;
;22023870;I2GO CABO TRANÇADO LIGHTNING 2M CZ;;7;;;;;DFW1;;;;;;;;;
;22023904;I2GO CABO TRANÇADO LIGHTNING A 1M BR;;10;;;;;DFW1;;;;;;;;;
;22023924;I2GO CABO TRANÇADO PRO USBC+A 2M CZ;;10;;;;;DFW1;;;;;;;;;
;22022727;I2GO CABO USBC 1,5M I2GCBL976 BR PT;;35;;;;;DFW1;;;;;;;;;
;22022727;I2GO CABO USBC 1,5M I2GCBL976 BR PT;;46;;;;;SPW1;;;;;;;;;
;22023902;I2GO CABO USB-C 3M 2,4A PVC PT;;649;;;;;DFW1;;;;;;;;;
;22023902;I2GO CABO USB-C 3M 2,4A PVC PT;;312;;;;;SPW1;;;;;;;;;
;22023917;I2GO CABO USBC TRANÇADO THUNDER4 1,2M PT;;99;;;;;DFW1;;;;;;;;;
;22023917;I2GO CABO USBC TRANÇADO THUNDER4 1,2M PT;;193;;;;;SPW1;;;;;;;;;
;22022630;I2GO CABO USBC+USBC 2M 100W PROCBL022 PT;;390;;;;;SPW1;;;;;;;;;
;22023025;I2GO CABO USBC+USBC 2M 60W PROCBL012 CZ;;0;;;;;DFW1;;;;;;;;;
;22023025;I2GO CABO USBC+USBC 2M 60W PROCBL012 CZ;;-2;;;;;SPW1;;;;;;;;;
;22019883;I2GO CABO USB PARA LIGHTNING 1,2M BR;;0;;;;;DFW1;;;;;;;;;
;22019883;I2GO CABO USB PARA LIGHTNING 1,2M BR;;-1;;;;;SPW1;;;;;;;;;
;22020019;I2GO CARREGADOR DE PAREDE 2.4A  PT;;1;;;;;DFW1;;;;;;;;;
;22023873;I2GO CARREGADOR PAREDE 20W 1 USB-C BR;;408;;;;;DFW1;;;;;;;;;
;22023873;I2GO CARREGADOR PAREDE 20W 1 USB-C BR;;245;;;;;SPW1;;;;;;;;;
;22023882;I2GO CARREGADOR PAREDE 45W USB-C BR;;3;;;;;DFW1;;;;;;;;;
;22023882;I2GO CARREGADOR PAREDE 45W USB-C BR;;5;;;;;SPW1;;;;;;;;;
;22022633;I2GO CARREG PAREDE PD PROWAL028 BR CZ;;0;;;;;DFW1;;;;;;;;;
;22022633;I2GO CARREG PAREDE PD PROWAL028 BR CZ;;12;;;;;SPW1;;;;;;;;;
;22022631;I2GO CARREG PAREDE PD PROWAL030 BR;;-1;;;;;DFW1;;;;;;;;;
;22022631;I2GO CARREG PAREDE PD PROWAL030 BR;;304;;;;;SPW1;;;;;;;;;
;22022726;I2GO CARREG PAREDE PD USBC PROWAL024 BR;;-1;;;;;DFW1;;;;;;;;;
;22022726;I2GO CARREG PAREDE PD USBC PROWAL024 BR;;2;;;;;SPW1;;;;;;;;;
;22022629;I2GO CARREG PAREDE USB i2GWAL029BK PT;;-1;;;;;DFW1;;;;;;;;;
;22022629;I2GO CARREG PAREDE USB i2GWAL029BK PT;;88;;;;;SPW1;;;;;;;;;
;22022632;I2GO CARREG VEICULAR PD PROCAR024 PT CZ;;0;;;;;DFW1;;;;;;;;;
;22023561;I2GO CORDÃO LANYARD NYLON PREMIUM CZ;;595;;;;;DFW1;;;;;;;;;
;22023561;I2GO CORDÃO LANYARD NYLON PREMIUM CZ;;325;;;;;SPW1;;;;;;;;;
;22023562;I2GO CORDÃO LANYARD NYLON PREMIUM DR;;953;;;;;DFW1;;;;;;;;;
;22023562;I2GO CORDÃO LANYARD NYLON PREMIUM DR;;324;;;;;SPW1;;;;;;;;;
;22023560;I2GO CORDÃO LANYARD NYLON PREMIUM PT;;413;;;;;DFW1;;;;;;;;;
;22023560;I2GO CORDÃO LANYARD NYLON PREMIUM PT;;209;;;;;SPW1;;;;;;;;;
;22023818;I2GO ESTOJO ANTI-CHOQUE P/ ACESSORIOS CZ;;4;;;;;DFW1;;;;;;;;;
;22023818;I2GO ESTOJO ANTI-CHOQUE P/ ACESSORIOS CZ;;2;;;;;SPW1;;;;;;;;;
;22023437;I2GO FONE SEM FIO TWS AIRSOUND GO 2.0 BR;;9;;;;;DFW1;;;;;;;;;
;22023437;I2GO FONE SEM FIO TWS AIRSOUND GO 2.0 BR;;115;;;;;SPW1;;;;;;;;;
;22023440;I2GO FONE USBC METAL BEATS 1,2M PT;;1;;;;;DFW1;;;;;;;;;
;22023440;I2GO FONE USBC METAL BEATS 1,2M PT;;37;;;;;SPW1;;;;;;;;;
;22023435;I2GO HEADPHONE BLUETOOTH BASS 550 ANC PT;;102;;;;;DFW1;;;;;;;;;
;22023435;I2GO HEADPHONE BLUETOOTH BASS 550 ANC PT;;38;;;;;SPW1;;;;;;;;;
;22023900;I2GO KIT CARREG 10W + LIGHTNING 1,2M BR;;10;;;;;DFW1;;;;;;;;;
;22023798;I2GO KIT CARREG. PD 20W + CABO C 1,5M BR;;1;;;;;DFW1;;;;;;;;;
;22023798;I2GO KIT CARREG. PD 20W + CABO C 1,5M BR;;3;;;;;SPW1;;;;;;;;;
;22023799;I2GO KIT CARREG. PD 20W + LIGHTNING C BR;;5;;;;;SPW1;;;;;;;;;
;22023903;I2GO KIT CARREG USBC + CABO 1,2M USBC PT;;9;;;;;DFW1;;;;;;;;;
;22023880;I2GO POWERBANK 10.000MAH 4 EM 1 PT;;8;;;;;DFW1;;;;;;;;;
;22022725;I2GO POWER BANK 10000mAh PROBAT017 PT;;-1;;;;;DFW1;;;;;;;;;
;22022725;I2GO POWER BANK 10000mAh PROBAT017 PT;;-2;;;;;SPW1;;;;;;;;;
;22023876;I2GO POWERBANK 20.000 MAH 12W PT;;0;;;;;DFW1;;;;;;;;;
;22023872;I2GO POWERBANK MAG 10.000 MAH MGSAFE PT;;217;;;;;DFW1;;;;;;;;;
;22023872;I2GO POWERBANK MAG 10.000 MAH MGSAFE PT;;106;;;;;SPW1;;;;;;;;;
;22023875;I2GO POWERBANK POCKET 5.000 LIGHTNING PT;;5;;;;;DFW1;;;;;;;;;
;22023875;I2GO POWERBANK POCKET 5.000 LIGHTNING PT;;52;;;;;SPW1;;;;;;;;;
;22023877;I2GO POWERBANK POCKET 5.000 USB-C PT;;16;;;;;DFW1;;;;;;;;;
;22023877;I2GO POWERBANK POCKET 5.000 USB-C PT;;83;;;;;SPW1;;;;;;;;;
;22023884;I2GO POWERBANK PRO 10.000 MAH 4 EM 1 PT;;8;;;;;DFW1;;;;;;;;;
;22023426;I2GO SMARTWATCH TRACK R200 PT;;-1;;;;;SPW1;;;;;;;;;
;22023425;I2GO SMARTWATCH TRACK S200 PT;;63;;;;;DFW1;;;;;;;;;
;22023425;I2GO SMARTWATCH TRACK S200 PT;;27;;;;;SPW1;;;;;;;;;
;22023879;I2GO SUPORTE VEICULAR AIR VENT HOLDER PT;;1148;;;;;DFW1;;;;;;;;;
;22023879;I2GO SUPORTE VEICULAR AIR VENT HOLDER PT;;440;;;;;SPW1;;;;;;;;;
;22023883;I2GO SUPORTE VEICULAR ULTRA MAGNETIC PT;;743;;;;;DFW1;;;;;;;;;
;22023883;I2GO SUPORTE VEICULAR ULTRA MAGNETIC PT;;342;;;;;SPW1;;;;;;;;;
;22022670;IB CAMERA VIDEO WIFI FHD IMX C BR;;0;;;;;DFW1;;;;;;;;;
;22022670;IB CAMERA VIDEO WIFI FHD IMX C BR;;1154;;;;;SPW1;;;;;;;;;
;22024705;IB CAMERA VIDEO WIFI FHD IMX C TRANSP BR;;589;;;;;SPW1;;;;;;;;;
;22022937;IB LAMPADA LED WIFI SMART EWS 410 BR;;1;;;;;SPW1;;;;;;;;;
;RGIB03722000;IB ROTEADOR 5G FIRMWARE VIVO GX 3000 BR;;1;;;;;DFW1;;;;;;;;;
;RGIB03762000;IB ROTEADOR 5G FIRMWARE VIVO GX 3000 PT;;1;;;;;DFW1;;;;;;;;;
;TGPS06162000;INFINIX X6511E SMARTPHONE 64 GB PT;;-8;;;;;SPW1;;;;;;;;;
;TGPS06852000;INFINIX X676B SMARTPHONE 256GB GF;;-9;;;;;DFW1;;;;;;;;;
;TGPS06852000;INFINIX X676B SMARTPHONE 256GB GF;;1;;;;;SPW1;;;;;;;;;
;TGPS05862000;INFINIX X6812B SMARTPHONE PT;;-2;;;;;DFW1;;;;;;;;;
;TGPS05862000;INFINIX X6812B SMARTPHONE PT;;-6;;;;;SPW1;;;;;;;;;
;TGPS05962000;INFINIX X689F SMARTPHONE PT;;0;;;;;DFW1;;;;;;;;;
;TGPS05962000;INFINIX X689F SMARTPHONE PT;;-9;;;;;SPW1;;;;;;;;;
;TGPS05722000;INFINIX X695 SMARTPHONE 256GB BR;;1;;;;;DFW1;;;;;;;;;
;TGPS05722000;INFINIX X695 SMARTPHONE 256GB BR;;2;;;;;SPW1;;;;;;;;;
;TGPS05742000;INFINIX X695 SMARTPHONE 256GB PR;;-4;;;;;SPW1;;;;;;;;;
;TGPS05762000;INFINIX X695 SMARTPHONE 256GB PT;;0;;;;;DFW1;;;;;;;;;
;22020504;INTELBRAS ACIONADOR CORTINA IAC 110 CZ;;45;;;;;DFW1;;;;;;;;;
;22020531;INTELBRAS CAMERA VIDEO FULL HD IM3 BR;;0;;;;;SPW1;;;;;;;;;
;22020533;INTELBRAS CAMERA VIDEO FULL HD IM5 BR;;2;;;;;DFW1;;;;;;;;;
;22020533;INTELBRAS CAMERA VIDEO FULL HD IM5 BR;;61;;;;;SPW1;;;;;;;;;
;22020562;INTELBRAS CENTRAL AUTOMAÇÃO ICA 1001 BR;;2;;;;;SPW1;;;;;;;;;
;22020503;INTELBRAS CONT DE CARGAS EWS 222 CZ;;194;;;;;DFW1;;;;;;;;;
;22020503;INTELBRAS CONT DE CARGAS EWS 222 CZ;;298;;;;;SPW1;;;;;;;;;
;22020566;INTELBRAS DETECTOR DE CARBONO IDM 620 BR;;1;;;;;SPW1;;;;;;;;;
;22020565;INTELBRAS DETECTOR FUMAÇA  IDF 620 BR;;1;;;;;SPW1;;;;;;;;;
;22020563;INTELBRAS DETECTOR GÁS SMART IDG 620 BR;;1;;;;;SPW1;;;;;;;;;
;22020558;INTELBRAS EWS 301 CONECTOR SMART WIFI BR;;1;;;;;DFW1;;;;;;;;;
;22021626;INTELBRAS FECHADURA SMART IFR 1001 PT;;1;;;;;DFW1;;;;;;;;;
;22021626;INTELBRAS FECHADURA SMART IFR 1001 PT;;1;;;;;SPW1;;;;;;;;;
;22020559;INTELBRAS INTERRUPTOR SMART EWS 1001 BR;;7;;;;;SPW1;;;;;;;;;
;22020560;INTELBRAS Interruptor Smart EWS 1002 BR;;1;;;;;DFW1;;;;;;;;;
;22020561;INTELBRAS Interruptor Smart EWS 1003 BR;;3;;;;;DFW1;;;;;;;;;
;22020561;INTELBRAS Interruptor Smart EWS 1003 BR;;100;;;;;SPW1;;;;;;;;;
;22022168;INTELBRAS INTERRUPTOR SMART EWS 1004 BR;;165;;;;;SPW1;;;;;;;;;
;22022169;INTELBRAS INTERRUPTOR SMART EWS 1006 BR;;158;;;;;SPW1;;;;;;;;;
;22021627;INTELBRAS LAMPADA SPOT SMART EWS 440 BR;;1;;;;;SPW1;;;;;;;;;
;22021628;INTELBRAS PROTE ELETR 5TOMADAS EWS305 BR;;21;;;;;DFW1;;;;;;;;;
;22021628;INTELBRAS PROTE ELETR 5TOMADAS EWS305 BR;;47;;;;;SPW1;;;;;;;;;
;RGIB03562000;INTELBRAS ROTEADOR 5G GX 3000 PT;;1;;;;;DFW1;;;;;;;;;
;22020568;INTELBRAS SENSOR DE ABERTURA ISA 1001 BR;;1;;;;;SPW1;;;;;;;;;
;22020567;INTELBRAS SENSOR DE MOVIMENTO ISM1001 BR;;118;;;;;DFW1;;;;;;;;;
;22022166;INTELBRAS VIDEOPORTEIRO SMART IVW3000 PT;;2;;;;;SPW1;;;;;;;;;
;22019474;iq02OMIC PELÍCULA DE VIDRO 3D GALAXY A21;;0;;;;;DFW1;;;;;;;;;
;22019474;iq02OMIC PELÍCULA DE VIDRO 3D GALAXY A21;;266;;;;;SPW1;;;;;;;;;
;TGJV00212000;JOVI SMARTPHONE V70 5G 512GB AZ;;22;;;;;SPW1;;;;;;;;;
;TGJV002R2000;JOVI SMARTPHONE V70 5G 512GB LL;;9;;;;;SPW1;;;;;;;;;
;22019237;LAUT CAPA CRT MATTER IPHONE 11PRO MAX CR;;4;;;;;DFW1;;;;;;;;;
;22019237;LAUT CAPA CRT MATTER IPHONE 11PRO MAX CR;;1;;;;;SPW1;;;;;;;;;
;22019235;LAUT CAPA CRYSTAL MATTER IPHONE 11PRO CR;;0;;;;;DFW1;;;;;;;;;
;22019235;LAUT CAPA CRYSTAL MATTER IPHONE 11PRO CR;;0;;;;;SPW1;;;;;;;;;
;22019326;LAUT CAPA CRYSTAL X IPHONE 11 PRO MAX PT;;20;;;;;DFW1;;;;;;;;;
;22019329;LAUT CAPA CRYSTAL X IPHONE 11 PROMAX TPT;;16;;;;;DFW1;;;;;;;;;
;22019327;LAUT CAPA CRYSTAL X IPHONE 11 PRO PT;;26;;;;;DFW1;;;;;;;;;
;22019330;LAUT CAPA CRYSTAL X IPHONE 11 PRO TPT;;32;;;;;DFW1;;;;;;;;;
;22019330;LAUT CAPA CRYSTAL X IPHONE 11 PRO TPT;;0;;;;;SPW1;;;;;;;;;
;22019325;LAUT CAPA CRYSTAL X IPHONE 11 PT;;1;;;;;DFW1;;;;;;;;;
;22019328;LAUT CAPA CRYSTAL X IPHONE 11 TPT;;2;;;;;DFW1;;;;;;;;;
;22019582;LAUT CAPA HUEX PASTELS IPHONE 11 MT;;41;;;;;DFW1;;;;;;;;;
;22019582;LAUT CAPA HUEX PASTELS IPHONE 11 MT;;1;;;;;SPW1;;;;;;;;;
;22019583;LAUT CAPA HUEX PASTELS IPHONE 11 RS;;26;;;;;DFW1;;;;;;;;;
;22019584;LAUT CAPA HUEX PASTELS IPHONE 11 VT;;2;;;;;DFW1;;;;;;;;;
;22020746;LENOVO MOCHILA CASUAL  B210 15.6 PT;;-1;;;;;SPW1;;;;;;;;;
;22020747;LENOVO MOCHILA TRANSVE T210 15.6 PT;;1;;;;;DFW1;;;;;;;;;
;22020793;LENOVO NOTEBOOK IDEAPAD i7 12GB 256GB PR;;0;;;;;SPW1;;;;;;;;;
;22024530;LENOVO NOT IDEA 8GB 256GB 83QJ0001BO CZ;;235;;;;;DFW1;;;;;;;;;
;22024529;LENOVO NOT SLIM3 8GB 512GB 83NS0004BR CZ;;135;;;;;DFW1;;;;;;;;;
;22024496;LENOVO TAB IDEA 8GB 128GB ZAFR0856BR CZ;;3;;;;;DFW1;;;;;;;;;
;22022057;LENOVO TAB M9 4GB 64GB ZAC30198BR PR;;1;;;;;SPW1;;;;;;;;;
;22020753;LENOVO WEBCAM 300 FULL 2 MICROFONES CZ;;0;;;;;DFW1;;;;;;;;;
;22020753;LENOVO WEBCAM 300 FULL 2 MICROFONES CZ;;0;;;;;SPW1;;;;;;;;;
;TGLG29262000;LG G710EMW SMARTPHONE PRETO PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG29922000;LG G810EAW SMARTPHONE BCO PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG29062000;LG H870I SMARTPHONE PRETO PPB/PI769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG27662000;LG H870 SMARTPHONE PRETO PPB/PI769/07;;-1;;;;;SPW1;;;;;;;;;
;TGLG30872000;LG K200BMW SMARTPHONE TN PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG309C2000;LG LMK420BMW SMARTPHONE CZ PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG31112000;LG LMK525BMW SMARTPHONE AZ PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG312C2000;LG LMQ730BAW SMARTPHONE CZ PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG296C2000;LG M420BMW SMART PLATINUM PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG29462000;LG X410BCW SMARTPHONE PRETO PPB/P1769/07;;-1;;;;;SPW1;;;;;;;;;
;TGLG30162000;LG X430BMW SMART PRETO PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;TGLG30062000;LG X525BAW SMARTPHONE PRETO PPB/P1769/07;;0;;;;;DFW1;;;;;;;;;
;22020031;LOGITECH FONE DE OUVIDO SOM SURROUND PT;;1;;;;;DFW1;;;;;;;;;
;22020031;LOGITECH FONE DE OUVIDO SOM SURROUND PT;;1;;;;;SPW1;;;;;;;;;
;22020029;LOGITECH MOUSE OTICO LIGHTSYNC G203 PT;;1;;;;;DFW1;;;;;;;;;
;22020028;LOGITECH MOUSE PAD EXT.GD TECIDO G840 PT;;0;;;;;DFW1;;;;;;;;;
;22020027;LOGITECH MOUSE PAD GAMER TECIDO G240 PT;;0;;;;;DFW1;;;;;;;;;
;22020027;LOGITECH MOUSE PAD GAMER TECIDO G240 PT;;1;;;;;SPW1;;;;;;;;;
;22020025;LOGITECH TECLADO RGB PARA JOGOS G213 PT;;1;;;;;DFW1;;;;;;;;;
;22024168;MOTO CAPA PROTETORA RAZR60 SWAROVSKI TPT;;3;;;;;DFW1;;;;;;;;;
;22018920;MOTO CARREGADOR PAREDE TURBOPOWER-18W PT;;0;;;;;DFW1;;;;;;;;;
;22018918;MOTO CARREG VEICULAR TURBOPOWER-18W PT;;0;;;;;DFW1;;;;;;;;;
;22024435;MOTO FONE DE OUVIDO BUDS BASS PT;;74;;;;;DFW1;;;;;;;;;
;22024435;MOTO FONE DE OUVIDO BUDS BASS PT;;89;;;;;SPW1;;;;;;;;;
;22023734;MOTO FONE OUVIDO BLUETOOTH BUDS LOOP BG;;32;;;;;DFW1;;;;;;;;;
;22023734;MOTO FONE OUVIDO BLUETOOTH BUDS LOOP BG;;38;;;;;SPW1;;;;;;;;;
;22023733;MOTO FONE OUVIDO BLUETOOTH BUDS LOOP VD;;9;;;;;DFW1;;;;;;;;;
;22023733;MOTO FONE OUVIDO BLUETOOTH BUDS LOOP VD;;23;;;;;SPW1;;;;;;;;;
;22024195;MOTO FONE OUVIDO BUDS LOOP BY SWAROVSKI;;4;;;;;DFW1;;;;;;;;;
;22024195;MOTO FONE OUVIDO BUDS LOOP BY SWAROVSKI;;5;;;;;SPW1;;;;;;;;;
;22022635;MOTO FONE OUVIDO BUDS+ SOUND BY BOSE BG;;0;;;;;DFW1;;;;;;;;;
;22022637;MOTO FONE OUVIDO BUDS+ SOUND BY BOSE PT;;4;;;;;DFW1;;;;;;;;;
;22022637;MOTO FONE OUVIDO BUDS+ SOUND BY BOSE PT;;1;;;;;SPW1;;;;;;;;;
;22017536;MOTOROLA 360 PRATA/COURO CINZA (RELÓGIO);;0;;;;;SPW1;;;;;;;;;
;22020638;MOTOROLA BUD 085 PT;;2;;;;;DFW1;;;;;;;;;
;22023608;MOTOROLA CAPA PROTETORA RAZR 60 ULTRA VD;;5;;;;;DFW1;;;;;;;;;
;22023608;MOTOROLA CAPA PROTETORA RAZR 60 ULTRA VD;;10;;;;;SPW1;;;;;;;;;
;22020635;MOTOROLA CARREGADOR DE PAREDE 30W PT;;34;;;;;DFW1;;;;;;;;;
;22020635;MOTOROLA CARREGADOR DE PAREDE 30W PT;;30;;;;;SPW1;;;;;;;;;
;22020637;MOTOROLA CARREGADOR DE PAREDE 50 DUO PT;;2;;;;;DFW1;;;;;;;;;
;22020637;MOTOROLA CARREGADOR DE PAREDE 50 DUO PT;;1;;;;;SPW1;;;;;;;;;
;22023115;MOTOROLA CP RAZR 50 C/ ALÇA CROSSBODY CZ;;5;;;;;SPW1;;;;;;;;;
;22023117;MOTOROLA CP RAZR 50 C/ ALÇA CROSSBODY LJ;;1;;;;;SPW1;;;;;;;;;
;22022608;MOTOROLA FONE DE OUVIDO BUDS AZ;;-1;;;;;DFW1;;;;;;;;;
;22022607;MOTOROLA FONE DE OUVIDO BUDS AZM;;2;;;;;SPW1;;;;;;;;;
